,User ID,Subscription Type,Period Revenue,Join Date,Payment Date,Country,Age,Gender,Device,Plan Duration
1880,470,Premium,7.5,2022-03-07,2023-08-28,Italy,31,Female,Tablet,1 Month
1881,470,Premium,7.5,2022-03-07,2023-09-28,Italy,31,Female,Tablet,1 Month
1882,471,Basic,3.0,2022-08-07,2023-07-27,United States,43,Male,Tablet,1 Month
1883,471,Basic,24.990000000000002,2022-08-07,2023-08-27,United States,43,Male,Tablet,12 Months
1889,473,Standard,17.64,2022-07-27,2023-07-28,United Kingdom,46,Female,Smartphone,6 Months
1891,473,Standard,4.2,2022-07-27,2023-07-28,United Kingdom,46,Female,Smartphone,1 Month
1892,473,Standard,4.2,2022-07-27,2023-08-28,United Kingdom,46,Female,Smartphone,1 Month
1893,473,Standard,4.2,2022-07-27,2023-09-28,United Kingdom,46,Female,Smartphone,1 Month
1894,474,Basic,3.0,2022-07-30,2023-07-28,Australia,38,Male,Smartphone,1 Month
1895,474,Basic,3.0,2022-07-30,2023-08-28,Australia,38,Male,Smartphone,1 Month
1896,474,Basic,3.0,2022-07-30,2023-09-28,Australia,38,Male,Smartphone,1 Month
1897,475,Basic,3.0,2022-08-13,2023-07-26,Germany,31,Female,Smart TV,1 Month
1898,475,Basic,12.600000000000001,2022-08-13,2023-08-26,Germany,31,Female,Smart TV,6 Months
1900,475,Basic,3.0,2022-08-13,2023-07-26,Germany,31,Female,Smart TV,1 Month
1901,475,Basic,3.0,2022-08-13,2023-08-26,Germany,31,Female,Smart TV,1 Month
1915,478,Basic,24.990000000000002,2022-08-09,2023-07-27,Mexico,32,Male,Laptop,12 Months
1922,480,Basic,24.990000000000002,2022-04-09,2023-07-27,Italy,37,Female,Laptop,12 Months
1926,481,Basic,3.0,2022-04-09,2023-07-26,United States,36,Male,Smart TV,1 Month
1927,481,Basic,3.0,2022-04-09,2023-08-26,United States,36,Male,Smart TV,1 Month
1928,481,Basic,3.0,2022-04-09,2023-09-26,United States,36,Male,Smart TV,1 Month
1929,481,Basic,3.0,2022-04-09,2023-10-26,United States,36,Male,Smart TV,1 Month
1930,481,Basic,3.0,2022-04-09,2023-11-26,United States,36,Male,Smart TV,1 Month
1932,481,Basic,3.0,2022-04-09,2023-07-26,United States,36,Male,Smart TV,1 Month
1933,481,Basic,3.0,2022-04-09,2023-08-26,United States,36,Male,Smart TV,1 Month
1934,481,Basic,3.0,2022-04-09,2023-09-26,United States,36,Male,Smart TV,1 Month
1935,481,Basic,3.0,2022-04-09,2023-10-26,United States,36,Male,Smart TV,1 Month
1936,481,Basic,3.0,2022-04-09,2023-11-26,United States,36,Male,Smart TV,1 Month
1937,482,Basic,12.600000000000001,2022-08-27,2023-07-27,Canada,30,Male,Smart TV,6 Months
1939,482,Basic,3.0,2022-08-27,2023-07-27,Canada,30,Male,Smart TV,1 Month
1940,483,Basic,3.0,2022-08-25,2023-07-27,United Kingdom,28,Male,Smart TV,1 Month
1941,483,Basic,3.0,2022-08-25,2023-08-27,United Kingdom,28,Male,Smart TV,1 Month
1942,483,Basic,3.0,2022-08-25,2023-09-27,United Kingdom,28,Male,Smart TV,1 Month
1943,483,Basic,3.0,2022-08-25,2023-10-27,United Kingdom,28,Male,Smart TV,1 Month
1944,483,Basic,3.0,2022-08-25,2023-11-27,United Kingdom,28,Male,Smart TV,1 Month
1958,487,Basic,3.0,2022-05-10,2023-07-29,Brazil,30,Male,Smart TV,1 Month
1959,487,Basic,3.0,2022-05-10,2023-08-29,Brazil,30,Male,Smart TV,1 Month
1960,487,Basic,3.0,2022-05-10,2023-09-29,Brazil,30,Male,Smart TV,1 Month
1961,487,Basic,3.0,2022-05-10,2023-10-29,Brazil,30,Male,Smart TV,1 Month
1962,488,Basic,3.0,2022-08-10,2023-07-28,Mexico,33,Female,Smart TV,1 Month
1963,488,Standard,4.2,2022-08-10,2023-08-28,Mexico,33,Female,Smart TV,1 Month
1964,488,Basic,3.0,2022-08-10,2023-09-28,Mexico,33,Female,Smart TV,1 Month
1965,488,Basic,12.600000000000001,2022-08-10,2023-10-28,Mexico,33,Female,Smart TV,6 Months
1967,488,Basic,3.0,2022-08-10,2023-07-28,Mexico,33,Female,Smart TV,1 Month
1972,490,Basic,3.0,2022-10-18,2023-07-29,Italy,36,Female,Smart TV,1 Month
1973,490,Basic,3.0,2022-10-18,2023-08-29,Italy,36,Female,Smart TV,1 Month
1974,490,Basic,3.0,2022-10-18,2023-09-29,Italy,36,Female,Smart TV,1 Month
1975,491,Basic,3.0,2022-07-10,2023-07-28,United States,28,Female,Smartphone,1 Month
1976,491,Basic,3.0,2022-07-10,2023-08-28,United States,28,Female,Smartphone,1 Month
1977,491,Basic,3.0,2022-07-10,2023-09-28,United States,28,Female,Smartphone,1 Month
1978,491,Basic,3.0,2022-07-10,2023-10-28,United States,28,Female,Smartphone,1 Month
1979,491,Basic,3.0,2022-07-10,2023-11-28,United States,28,Female,Smartphone,1 Month
1981,492,Standard,4.2,2022-09-17,2023-07-30,Canada,51,Male,Tablet,1 Month
1982,492,Basic,3.0,2022-09-17,2023-08-30,Canada,51,Male,Tablet,1 Month
1983,492,Basic,3.0,2022-09-17,2023-09-30,Canada,51,Male,Tablet,1 Month
1984,493,Basic,3.0,2022-09-18,2023-07-27,United Kingdom,35,Female,Smartphone,1 Month
1985,493,Basic,3.0,2022-09-18,2023-08-27,United Kingdom,35,Female,Smartphone,1 Month
1986,493,Basic,3.0,2022-09-18,2023-09-27,United Kingdom,35,Female,Smartphone,1 Month
1987,493,Basic,3.0,2022-09-18,2023-10-27,United Kingdom,35,Female,Smartphone,1 Month
1988,493,Basic,24.990000000000002,2022-09-18,2023-11-27,United Kingdom,35,Female,Smartphone,12 Months
1989,494,Basic,3.0,2022-09-27,2023-07-29,Australia,31,Male,Smart TV,1 Month
1990,495,Basic,3.0,2022-09-30,2023-07-27,Germany,39,Male,Smartphone,1 Month
1991,495,Basic,3.0,2022-09-30,2023-08-27,Germany,39,Male,Smartphone,1 Month
1992,495,Basic,3.0,2022-09-30,2023-09-27,Germany,39,Male,Smartphone,1 Month
1993,495,Basic,12.600000000000001,2022-09-30,2023-10-27,Germany,39,Male,Smartphone,6 Months
2009,501,Basic,3.0,2022-11-22,2023-07-28,Spain,43,Male,Smartphone,1 Month
2010,501,Basic,3.0,2022-11-22,2023-08-28,Spain,43,Male,Smartphone,1 Month
2011,502,Basic,3.0,2022-11-21,2023-07-30,Spain,38,Male,Smartphone,1 Month
2012,502,Basic,3.0,2022-11-21,2023-08-30,Spain,38,Male,Smartphone,1 Month
2013,502,Basic,3.0,2022-11-21,2023-09-30,Spain,38,Male,Smartphone,1 Month
2014,502,Basic,3.0,2022-11-21,2023-10-30,Spain,38,Male,Smartphone,1 Month
2015,502,Basic,3.0,2022-11-21,2023-11-30,Spain,38,Male,Smartphone,1 Month
2017,502,Basic,3.0,2022-11-21,2023-07-30,Spain,38,Male,Smartphone,1 Month
2024,505,Basic,3.0,2022-10-21,2023-07-28,United States,35,Male,Smartphone,1 Month
2025,505,Basic,12.600000000000001,2022-10-21,2023-08-28,United States,35,Male,Smartphone,6 Months
2027,505,Basic,3.0,2022-10-21,2023-07-28,United States,35,Male,Smartphone,1 Month
2028,506,Basic,3.0,2022-10-23,2023-07-29,United States,27,Male,Smart TV,1 Month
2029,506,Basic,3.0,2022-10-23,2023-08-29,United States,27,Male,Smart TV,1 Month
2030,506,Basic,3.0,2022-10-23,2023-09-29,United States,27,Male,Smart TV,1 Month
2031,506,Basic,3.0,2022-10-23,2023-10-29,United States,27,Male,Smart TV,1 Month
2032,506,Basic,3.0,2022-10-23,2023-11-29,United States,27,Male,Smart TV,1 Month
2034,506,Basic,3.0,2022-10-23,2023-07-29,United States,27,Male,Smart TV,1 Month
2036,508,Standard,4.2,2022-10-23,2023-07-28,United Kingdom,42,Female,Tablet,1 Month
2037,508,Standard,4.2,2022-10-23,2023-08-28,United Kingdom,42,Female,Tablet,1 Month
2038,508,Standard,4.2,2022-10-23,2023-09-28,United Kingdom,42,Female,Tablet,1 Month
2039,508,Standard,34.986000000000004,2022-10-23,2023-10-28,United Kingdom,42,Female,Tablet,12 Months
2041,508,Standard,4.2,2022-10-23,2023-07-28,United Kingdom,42,Female,Tablet,1 Month
2048,511,Basic,3.0,2022-07-26,2023-07-28,France,44,Female,Smart TV,1 Month
2049,511,Basic,3.0,2022-07-26,2023-08-28,France,44,Female,Smart TV,1 Month
2050,511,Basic,3.0,2022-07-26,2023-09-28,France,44,Female,Smart TV,1 Month
2051,511,Basic,3.0,2022-07-26,2023-10-28,France,44,Female,Smart TV,1 Month
2052,511,Basic,3.0,2022-07-26,2023-11-28,France,44,Female,Smart TV,1 Month
2054,511,Basic,3.0,2022-07-26,2023-07-28,France,44,Female,Smart TV,1 Month
2059,514,Basic,3.0,2022-07-07,2023-07-28,Spain,35,Male,Tablet,1 Month
2060,514,Basic,3.0,2022-07-07,2023-08-28,Spain,35,Male,Tablet,1 Month
2061,514,Basic,3.0,2022-07-07,2023-09-28,Spain,35,Male,Tablet,1 Month
2062,514,Basic,24.990000000000002,2022-07-07,2023-10-28,Spain,35,Male,Tablet,12 Months
2063,515,Basic,12.600000000000001,2022-01-07,2023-07-29,Italy,44,Female,Laptop,6 Months
2065,515,Basic,3.0,2022-01-07,2023-07-29,Italy,44,Female,Laptop,1 Month
2066,515,Basic,3.0,2022-01-07,2023-08-29,Italy,44,Female,Laptop,1 Month
2067,515,Basic,3.0,2022-01-07,2023-09-29,Italy,44,Female,Laptop,1 Month
2068,516,Standard,4.2,2022-07-31,2023-07-28,Spain,42,Female,Smart TV,1 Month
2069,516,Basic,3.0,2022-07-31,2023-08-28,Spain,42,Female,Smart TV,1 Month
2070,516,Basic,3.0,2022-07-31,2023-09-28,Spain,42,Female,Smart TV,1 Month
2071,516,Basic,3.0,2022-07-31,2023-10-28,Spain,42,Female,Smart TV,1 Month
2072,517,Standard,4.2,2022-06-08,2023-07-28,Spain,34,Female,Smart TV,1 Month
2073,517,Standard,4.2,2022-06-08,2023-08-28,Spain,34,Female,Smart TV,1 Month
2074,517,Standard,4.2,2022-06-08,2023-09-28,Spain,34,Female,Smart TV,1 Month
2075,517,Standard,4.2,2022-06-08,2023-10-28,Spain,34,Female,Smart TV,1 Month
2088,520,Basic,3.0,2022-03-08,2023-07-28,United States,32,Male,Smart TV,1 Month
2089,520,Basic,3.0,2022-03-08,2023-08-28,United States,32,Male,Smart TV,1 Month
2090,520,Basic,3.0,2022-03-08,2023-09-28,United States,32,Male,Smart TV,1 Month
2091,520,Basic,24.990000000000002,2022-03-08,2023-10-28,United States,32,Male,Smart TV,12 Months
2093,521,Premium,7.5,2022-06-18,2023-07-28,United States,33,Female,Smart TV,1 Month
2094,521,Premium,7.5,2022-06-18,2023-08-28,United States,33,Female,Smart TV,1 Month
2095,521,Premium,7.5,2022-06-18,2023-09-28,United States,33,Female,Smart TV,1 Month
2096,521,Standard,4.2,2022-06-18,2023-10-28,United States,33,Female,Smart TV,1 Month
2097,521,Premium,7.5,2022-06-18,2023-11-28,United States,33,Female,Smart TV,1 Month
2099,521,Premium,7.5,2022-06-18,2023-07-28,United States,33,Female,Smart TV,1 Month
2100,521,Premium,7.5,2022-06-18,2023-08-28,United States,33,Female,Smart TV,1 Month
2129,530,Standard,4.2,2022-06-22,2023-07-28,Italy,49,Female,Smart TV,1 Month
2130,530,Basic,3.0,2022-06-22,2023-08-28,Italy,49,Female,Smart TV,1 Month
2131,530,Basic,3.0,2022-06-22,2023-09-28,Italy,49,Female,Smart TV,1 Month
2132,530,Basic,3.0,2022-06-22,2023-10-28,Italy,49,Female,Smart TV,1 Month
2133,531,Standard,17.64,2022-06-15,2023-07-27,Spain,30,Female,Laptop,6 Months
2141,532,Basic,24.990000000000002,2022-03-06,2023-07-28,Spain,38,Male,Laptop,12 Months
2147,534,Standard,4.2,2022-05-06,2023-07-28,Canada,39,Female,Smart TV,1 Month
2148,534,Basic,3.0,2022-05-06,2023-08-28,Canada,39,Female,Smart TV,1 Month
2149,534,Standard,4.2,2022-05-06,2023-09-28,Canada,39,Female,Smart TV,1 Month
2150,534,Standard,4.2,2022-05-06,2023-10-28,Canada,39,Female,Smart TV,1 Month
2151,534,Standard,4.2,2022-05-06,2023-11-28,Canada,39,Female,Smart TV,1 Month
2155,536,Basic,3.0,2022-06-14,2023-07-29,United States,28,Male,Smart TV,1 Month
2156,536,Basic,12.600000000000001,2022-06-14,2023-08-29,United States,28,Male,Smart TV,6 Months
2166,539,Premium,7.5,2022-02-07,2023-07-29,Australia,30,Female,Tablet,1 Month
2167,539,Basic,3.0,2022-02-07,2023-08-29,Australia,30,Female,Tablet,1 Month
2168,539,Basic,3.0,2022-02-07,2023-09-29,Australia,30,Female,Tablet,1 Month
2169,539,Basic,3.0,2022-02-07,2023-10-29,Australia,30,Female,Tablet,1 Month
2170,539,Basic,3.0,2022-02-07,2023-11-29,Australia,30,Female,Tablet,1 Month
2172,539,Basic,3.0,2022-02-07,2023-07-29,Australia,30,Female,Tablet,1 Month
2173,540,Basic,3.0,2022-03-07,2023-07-29,Germany,40,Male,Smartphone,1 Month
2174,540,Basic,3.0,2022-03-07,2023-08-29,Germany,40,Male,Smartphone,1 Month
2175,540,Basic,3.0,2022-03-07,2023-09-29,Germany,40,Male,Smartphone,1 Month
2176,540,Basic,3.0,2022-03-07,2023-10-29,Germany,40,Male,Smartphone,1 Month
2177,541,Basic,3.0,2022-07-13,2023-07-27,France,31,Male,Smart TV,1 Month
2178,541,Basic,3.0,2022-07-13,2023-08-27,France,31,Male,Smart TV,1 Month
2179,541,Basic,3.0,2022-07-13,2023-09-27,France,31,Male,Smart TV,1 Month
2180,541,Basic,3.0,2022-07-13,2023-10-27,France,31,Male,Smart TV,1 Month
2191,545,Basic,3.0,2022-08-17,2023-07-27,Italy,29,Male,Smart TV,1 Month
2192,545,Basic,12.600000000000001,2022-08-17,2023-08-27,Italy,29,Male,Smart TV,6 Months
2194,546,Basic,3.0,2022-08-20,2023-07-26,Spain,31,Male,Smart TV,1 Month
2195,546,Basic,3.0,2022-08-20,2023-08-26,Spain,31,Male,Smart TV,1 Month
2196,546,Basic,3.0,2022-08-20,2023-09-26,Spain,31,Male,Smart TV,1 Month
2197,546,Basic,3.0,2022-08-20,2023-10-26,Spain,31,Male,Smart TV,1 Month
2198,546,Basic,3.0,2022-08-20,2023-11-26,Spain,31,Male,Smart TV,1 Month
2200,546,Basic,3.0,2022-08-20,2023-07-26,Spain,31,Male,Smart TV,1 Month
2201,546,Basic,3.0,2022-08-20,2023-08-26,Spain,31,Male,Smart TV,1 Month
2206,548,Standard,4.2,2022-05-09,2023-07-27,United States,51,Female,Smartphone,1 Month
2207,548,Standard,4.2,2022-05-09,2023-08-27,United States,51,Female,Smartphone,1 Month
2208,548,Standard,4.2,2022-05-09,2023-09-27,United States,51,Female,Smartphone,1 Month
2209,548,Standard,4.2,2022-05-09,2023-10-27,United States,51,Female,Smartphone,1 Month
2210,548,Standard,4.2,2022-05-09,2023-11-27,United States,51,Female,Smartphone,1 Month
2212,549,Basic,3.0,2022-05-09,2023-07-27,Canada,38,Female,Smartphone,1 Month
2213,549,Basic,3.0,2022-05-09,2023-08-27,Canada,38,Female,Smartphone,1 Month
2214,549,Basic,3.0,2022-05-09,2023-09-27,Canada,38,Female,Smartphone,1 Month
2215,549,Basic,3.0,2022-05-09,2023-10-27,Canada,38,Female,Smartphone,1 Month
2220,550,Standard,34.986000000000004,2022-06-09,2023-07-27,United States,29,Female,Tablet,12 Months
2231,553,Basic,3.0,2022-08-27,2023-07-28,United Kingdom,39,Male,Smart TV,1 Month
2232,553,Basic,3.0,2022-08-27,2023-08-28,United Kingdom,39,Male,Smart TV,1 Month
2234,555,Basic,3.0,2022-09-13,2023-07-28,Germany,37,Female,Smartphone,1 Month
2235,555,Basic,3.0,2022-09-13,2023-08-28,Germany,37,Female,Smartphone,1 Month
2236,555,Basic,3.0,2022-09-13,2023-09-28,Germany,37,Female,Smartphone,1 Month
2237,555,Basic,3.0,2022-09-13,2023-10-28,Germany,37,Female,Smartphone,1 Month
2238,555,Basic,3.0,2022-09-13,2023-11-28,Germany,37,Female,Smartphone,1 Month
2241,557,Basic,3.0,2022-05-10,2023-07-29,Brazil,37,Male,Smartphone,1 Month
2242,557,Basic,3.0,2022-05-10,2023-08-29,Brazil,37,Male,Smartphone,1 Month
2243,558,Standard,4.2,2022-10-18,2023-07-30,Mexico,37,Female,Smart TV,1 Month
2244,558,Basic,3.0,2022-10-18,2023-08-30,Mexico,37,Female,Smart TV,1 Month
2245,558,Basic,3.0,2022-10-18,2023-09-30,Mexico,37,Female,Smart TV,1 Month
2246,558,Basic,3.0,2022-10-18,2023-10-30,Mexico,37,Female,Smart TV,1 Month
2262,564,Basic,3.0,2022-09-28,2023-07-29,Canada,35,Male,Smartphone,1 Month
2263,564,Basic,3.0,2022-09-28,2023-08-29,Canada,35,Male,Smartphone,1 Month
2264,565,Basic,3.0,2022-09-29,2023-07-27,United States,29,Male,Laptop,1 Month
2265,565,Basic,3.0,2022-09-29,2023-08-27,United States,29,Male,Laptop,1 Month
2266,565,Basic,3.0,2022-09-29,2023-09-27,United States,29,Male,Laptop,1 Month
2267,565,Basic,3.0,2022-09-29,2023-10-27,United States,29,Male,Laptop,1 Month
2268,565,Basic,3.0,2022-09-29,2023-11-27,United States,29,Male,Laptop,1 Month
2274,567,Basic,3.0,2022-08-11,2023-07-29,Canada,36,Male,Smart TV,1 Month
2275,567,Basic,12.600000000000001,2022-08-11,2023-08-29,Canada,36,Male,Smart TV,6 Months
2277,567,Basic,24.990000000000002,2022-08-11,2023-07-29,Canada,36,Male,Smart TV,12 Months
2279,567,Basic,3.0,2022-08-11,2023-07-29,Canada,36,Male,Smart TV,1 Month
2288,571,Basic,3.0,2022-11-21,2023-07-29,France,37,Male,Smart TV,1 Month
2289,571,Basic,24.990000000000002,2022-11-21,2023-08-29,France,37,Male,Smart TV,12 Months
2293,573,Standard,4.2,2022-11-18,2023-07-27,Mexico,37,Female,Smart TV,1 Month
2294,573,Standard,4.2,2022-11-18,2023-08-27,Mexico,37,Female,Smart TV,1 Month
2295,573,Standard,4.2,2022-11-18,2023-09-27,Mexico,37,Female,Smart TV,1 Month
2300,575,Basic,3.0,2022-10-25,2023-07-28,Italy,38,Female,Smart TV,1 Month
2301,575,Basic,3.0,2022-10-25,2023-08-28,Italy,38,Female,Smart TV,1 Month
2302,575,Basic,3.0,2022-10-25,2023-09-28,Italy,38,Female,Smart TV,1 Month
2303,575,Basic,3.0,2022-10-25,2023-10-28,Italy,38,Female,Smart TV,1 Month
2316,580,Basic,3.0,2022-09-08,2023-07-29,United States,46,Female,Tablet,1 Month
2317,580,Basic,3.0,2022-09-08,2023-08-29,United States,46,Female,Tablet,1 Month
2318,580,Basic,3.0,2022-09-08,2023-09-29,United States,46,Female,Tablet,1 Month
2319,580,Basic,3.0,2022-09-08,2023-10-29,United States,46,Female,Tablet,1 Month
2335,584,Premium,7.5,2022-07-14,2023-07-28,Australia,48,Female,Smart TV,1 Month
2336,584,Premium,7.5,2022-07-14,2023-08-28,Australia,48,Female,Smart TV,1 Month
2338,585,Basic,24.990000000000002,2022-07-16,2023-07-29,Germany,41,Male,Laptop,12 Months
2346,587,Basic,3.0,2022-07-08,2023-07-28,Brazil,39,Male,Smart TV,1 Month
2347,587,Basic,3.0,2022-07-08,2023-08-28,Brazil,39,Male,Smart TV,1 Month
2348,587,Basic,3.0,2022-07-08,2023-09-28,Brazil,39,Male,Smart TV,1 Month
2349,588,Basic,12.600000000000001,2022-07-08,2023-07-27,Mexico,31,Male,Smartphone,6 Months
2352,590,Basic,3.0,2022-07-29,2023-07-29,Italy,47,Male,Laptop,1 Month
2353,590,Basic,3.0,2022-07-29,2023-08-29,Italy,47,Male,Laptop,1 Month
2354,590,Standard,4.2,2022-07-29,2023-09-29,Italy,47,Male,Laptop,1 Month
2355,591,Standard,4.2,2022-06-19,2023-07-28,Spain,35,Female,Smart TV,1 Month
2356,591,Standard,4.2,2022-06-19,2023-08-28,Spain,35,Female,Smart TV,1 Month
2357,592,Basic,3.0,2022-09-06,2023-07-29,Spain,33,Male,Smartphone,1 Month
2358,593,Basic,12.600000000000001,2022-06-06,2023-07-29,United States,41,Male,Smartphone,6 Months
2360,594,Basic,3.0,2022-06-06,2023-07-30,Canada,38,Female,Smart TV,1 Month
2361,594,Basic,3.0,2022-06-06,2023-08-30,Canada,38,Female,Smart TV,1 Month
2362,594,Basic,3.0,2022-06-06,2023-09-30,Canada,38,Female,Smart TV,1 Month
2363,594,Basic,3.0,2022-06-06,2023-10-30,Canada,38,Female,Smart TV,1 Month
2364,594,Basic,3.0,2022-06-06,2023-11-30,Canada,38,Female,Smart TV,1 Month
2367,596,Basic,3.0,2022-06-18,2023-07-28,United States,29,Female,Smart TV,1 Month
2368,596,Basic,3.0,2022-06-18,2023-08-28,United States,29,Female,Smart TV,1 Month
2376,599,Basic,3.0,2022-06-07,2023-07-27,Australia,44,Male,Smart TV,1 Month
2377,600,Standard,4.2,2022-06-16,2023-07-29,Germany,36,Female,Smart TV,1 Month
2378,600,Standard,4.2,2022-06-16,2023-08-29,Germany,36,Female,Smart TV,1 Month
2379,600,Standard,4.2,2022-06-16,2023-09-29,Germany,36,Female,Smart TV,1 Month
2380,601,Standard,4.2,2022-05-06,2023-07-30,France,46,Female,Smart TV,1 Month
2381,601,Standard,4.2,2022-05-06,2023-08-30,France,46,Female,Smart TV,1 Month
2382,601,Standard,4.2,2022-05-06,2023-09-30,France,46,Female,Smart TV,1 Month
2383,601,Standard,4.2,2022-05-06,2023-10-30,France,46,Female,Smart TV,1 Month
2384,601,Standard,4.2,2022-05-06,2023-11-30,France,46,Female,Smart TV,1 Month
2386,602,Basic,3.0,2022-05-06,2023-07-29,Brazil,30,Male,Smartphone,1 Month
2387,602,Basic,3.0,2022-05-06,2023-08-29,Brazil,30,Male,Smartphone,1 Month
2388,602,Basic,3.0,2022-05-06,2023-09-29,Brazil,30,Male,Smartphone,1 Month
2389,602,Basic,24.990000000000002,2022-05-06,2023-10-29,Brazil,30,Male,Smartphone,12 Months
2391,602,Basic,3.0,2022-05-06,2023-07-29,Brazil,30,Male,Smartphone,1 Month
2392,603,Standard,4.2,2022-06-06,2023-07-27,Mexico,46,Female,Tablet,1 Month
2393,603,Standard,4.2,2022-06-06,2023-08-27,Mexico,46,Female,Tablet,1 Month
2394,603,Standard,4.2,2022-06-06,2023-09-27,Mexico,46,Female,Tablet,1 Month
2395,603,Standard,4.2,2022-06-06,2023-10-27,Mexico,46,Female,Tablet,1 Month
2396,603,Standard,4.2,2022-06-06,2023-11-27,Mexico,46,Female,Tablet,1 Month
2398,603,Standard,4.2,2022-06-06,2023-07-27,Mexico,46,Female,Tablet,1 Month
2411,607,Basic,3.0,2022-06-14,2023-07-27,Spain,27,Female,Smart TV,1 Month
2412,607,Basic,3.0,2022-06-14,2023-08-27,Spain,27,Female,Smart TV,1 Month
2413,607,Basic,12.600000000000001,2022-06-14,2023-09-27,Spain,27,Female,Smart TV,6 Months
2414,608,Basic,3.0,2022-06-22,2023-07-28,United States,48,Female,Smart TV,1 Month
2415,608,Basic,3.0,2022-06-22,2023-08-28,United States,48,Female,Smart TV,1 Month
2420,610,Basic,3.0,2022-05-07,2023-07-29,United States,28,Female,Tablet,1 Month
2421,610,Basic,3.0,2022-05-07,2023-08-29,United States,28,Female,Tablet,1 Month
2422,610,Basic,3.0,2022-05-07,2023-09-29,United States,28,Female,Tablet,1 Month
2423,610,Basic,3.0,2022-05-07,2023-10-29,United States,28,Female,Tablet,1 Month
2424,610,Basic,24.990000000000002,2022-05-07,2023-11-29,United States,28,Female,Tablet,12 Months
2430,612,Basic,3.0,2022-07-17,2023-07-27,Canada,36,Male,Smart TV,1 Month
2431,612,Basic,3.0,2022-07-17,2023-08-27,Canada,36,Male,Smart TV,1 Month
2432,612,Basic,3.0,2022-07-17,2023-09-27,Canada,36,Male,Smart TV,1 Month
2433,612,Basic,3.0,2022-07-17,2023-10-27,Canada,36,Male,Smart TV,1 Month
2439,615,Basic,3.0,2022-08-15,2023-07-27,Germany,43,Male,Smart TV,1 Month
2440,615,Basic,3.0,2022-08-15,2023-08-27,Germany,43,Male,Smart TV,1 Month
2447,618,Standard,4.2,2022-06-09,2023-07-28,Mexico,28,Female,Smart TV,1 Month
2448,618,Standard,4.2,2022-06-09,2023-08-28,Mexico,28,Female,Smart TV,1 Month
2450,620,Premium,7.5,2022-05-09,2023-07-27,Italy,41,Female,Smartphone,1 Month
2451,620,Premium,7.5,2022-05-09,2023-08-27,Italy,41,Female,Smartphone,1 Month
2452,620,Premium,7.5,2022-05-09,2023-09-27,Italy,41,Female,Smartphone,1 Month
2453,620,Premium,7.5,2022-05-09,2023-10-27,Italy,41,Female,Smartphone,1 Month
2454,620,Premium,7.5,2022-05-09,2023-11-27,Italy,41,Female,Smartphone,1 Month
2456,620,Premium,7.5,2022-05-09,2023-07-27,Italy,41,Female,Smartphone,1 Month
2457,620,Premium,7.5,2022-05-09,2023-08-27,Italy,41,Female,Smartphone,1 Month
2458,620,Premium,7.5,2022-05-09,2023-09-27,Italy,41,Female,Smartphone,1 Month
2459,620,Premium,7.5,2022-05-09,2023-10-27,Italy,41,Female,Smartphone,1 Month
2460,621,Basic,3.0,2022-06-09,2023-07-29,Spain,49,Male,Smart TV,1 Month
2461,621,Basic,3.0,2022-06-09,2023-08-29,Spain,49,Male,Smart TV,1 Month
2462,621,Basic,3.0,2022-06-09,2023-09-29,Spain,49,Male,Smart TV,1 Month
2463,621,Basic,3.0,2022-06-09,2023-10-29,Spain,49,Male,Smart TV,1 Month
2467,623,Basic,3.0,2022-08-30,2023-07-28,United States,29,Female,Smart TV,1 Month
2468,623,Basic,3.0,2022-08-30,2023-08-28,United States,29,Female,Smart TV,1 Month
2473,625,Basic,3.0,2022-09-20,2023-07-28,United States,33,Male,Tablet,1 Month
2478,627,Basic,3.0,2022-09-29,2023-07-29,Canada,43,Female,Smart TV,1 Month
2479,627,Basic,3.0,2022-09-29,2023-08-29,Canada,43,Female,Smart TV,1 Month
2480,627,Basic,3.0,2022-09-29,2023-09-29,Canada,43,Female,Smart TV,1 Month
2481,627,Basic,3.0,2022-09-29,2023-10-29,Canada,43,Female,Smart TV,1 Month
2486,630,Premium,7.5,2022-06-10,2023-07-30,Germany,32,Female,Smart TV,1 Month
2487,630,Premium,7.5,2022-06-10,2023-08-30,Germany,32,Female,Smart TV,1 Month
2488,630,Premium,7.5,2022-06-10,2023-09-30,Germany,32,Female,Smart TV,1 Month
2489,631,Basic,3.0,2022-09-21,2023-07-28,France,31,Male,Smartphone,1 Month
2490,631,Premium,7.5,2022-09-21,2023-08-28,France,31,Male,Smartphone,1 Month
2491,631,Basic,3.0,2022-09-21,2023-09-28,France,31,Male,Smartphone,1 Month
2492,631,Basic,3.0,2022-09-21,2023-10-28,France,31,Male,Smartphone,1 Month
2493,631,Basic,3.0,2022-09-21,2023-11-28,France,31,Male,Smartphone,1 Month
2496,633,Premium,7.5,2022-09-28,2023-07-29,Mexico,41,Female,Smartphone,1 Month
2497,633,Premium,7.5,2022-09-28,2023-08-29,Mexico,41,Female,Smartphone,1 Month
2498,634,Basic,3.0,2022-09-29,2023-07-29,Spain,51,Female,Smart TV,1 Month
2499,634,Basic,3.0,2022-09-29,2023-08-29,Spain,51,Female,Smart TV,1 Month
2500,634,Basic,3.0,2022-09-29,2023-09-29,Spain,51,Female,Smart TV,1 Month
2501,634,Basic,3.0,2022-09-29,2023-10-29,Spain,51,Female,Smart TV,1 Month
2502,634,Basic,3.0,2022-09-29,2023-11-29,Spain,51,Female,Smart TV,1 Month
